#   ChipID,                                                        Image,                 Name,  roi[tl_x  tl_y  w  h],  theta
1172,   S5__Station12__Camera1__CAM41489__2016-09-27__18-07-35.JPG,     Female_5_25_Left,      [282 278 383 141],0.0
1173,   S5__Station15__Camera1__CAM40779__2014-12-05__01-20-04.JPG,     Female_5_25_Left,      [278 114 514 215],0.0
1174,   S5__Station16__Camera2__CAM40058__2015-10-07__19-29-22.JPG,     Female_5_25_Left,      [127 235 671 362],0.0
1175,   S5__Station20__Camera1__CAM41489__2015-11-04__04-04-23.JPG,     Female_5_29_Left,      [197 177 596 292],0.0
1176,   S5__Station20__Camera2__CAM41504__2016-10-09__18-52-47.JPG,     Female_5_29_Left,      [199 181 590 271],0.0
1177,   S5__Station20__Camera2__CAM43316__2014-11-17__20-52-09.JPG,     Female_5_29_Left,      [272 216 477 237],0.0
1178,   S5__Station28__Camera1__CAM40821__2016-10-20__06-51-39.JPG,     Female_5_30_Left,      [328 243 364 154],0.0
1179,   S5__Station28__Camera1__CAM44217__2014-12-01__02-21-38.JPG,     Female_5_30_Left,      [201 145 596 242],0.0
1180,   S5__Station32__Camera2__CAM44257__2015-10-16__19-48-28.JPG,     Female_5_30_Left,      [261 135 532 254],0.0
1181,   S5__Station22__Camera2__CAM43187__2014-11-12__21-53-13.JPG,     Female_5_31_Left,      [282 228 405 162],0.0
1182,   S5__Station22__Camera2__CAM44281__2015-10-22__18-44-41.JPG,     Female_5_31_Left,      [295 210 330 120],0.0
1183,   S5__Station40__Camera2__CAM44279__2016-10-30__13-48-17.JPG,     Female_5_31_Left,      [441 152 202 144],0.0
1184,   S5__Station26__Camera1__CAM41124__2015-10-22__20-56-37.JPG,     Female_5_35_Left,      [158 152 639 306],0.0
1185,   S5__Station35__Camera1__CAM40068__2016-09-20__19-24-09.JPG,     Female_5_35_Left,      [209 201 589 300],0.0
1186,   S5__Station35__Camera2__CAM43311__2014-12-03__19-14-45.JPG,     Female_5_35_Left,      [275 189 524 238],0.0
1187,   S5__Station33__Camera2__CAM40849__2016-10-18__19-26-38.JPG,     Female_5_41_Left,      [141 143 624 290],0.0
1188,   S5__Station33__Camera2__CAM43187__2015-10-28__03-06-52.JPG,     Female_5_41_Left,      [211 165 500 267],0.0
1189,   S5__Station38__Camera1__CAM44208__2014-10-24__19-28-34.JPG,     Female_5_41_Left,      [206 156 593 358],0.0
1190,   S5__Station35__Camera2__CAM43311__2014-11-11__03-35-27.JPG,     Female_5_49_Left,      [282 191 497 225],0.0
1191,   S5__Station36__Camera1__CAM44205__2015-09-28__00-08-16.JPG,     Female_5_49_Left,      [249 220 540 283],0.0
1192,   S5__Station36__Camera1__CAM44289__2016-09-28__23-43-30.JPG,     Female_5_49_Left,      [103 310 226  96],0.0
1193,    S6__Station3__Camera2__CAM51548__2015-07-14__18-16-52.JPG,     Female_6_10_Left,      [ 57 343 329 130],0.0
1194,    S6__Station3__Camera2__CAM52116__2017-09-23__02-22-11.JPG,     Female_6_10_Left,  [ 500  325 1527  698],0.0
1195,    S6__Station4__Camera1__CAM52107__2016-06-05__22-16-17.JPG,     Female_6_10_Left,      [ 70 272 263 106],0.0
1196,   S6__Station14__Camera1__CAM51681__2017-09-30__04-45-08.JPG,     Female_6_11_Left,  [ 658  577 1379  657],0.0
1197,   S6__Station15__Camera1__CAM51885__2016-06-01__20-27-26.JPG,     Female_6_11_Left,      [ 81 221 718 365],0.0
1198,   S6__Station17__Camera1__CAM51663__2015-08-06__23-33-37.JPG,     Female_6_11_Left,      [280 252 498 198],0.0
1199,    S6__Station6__Camera1__CAM51710__2015-07-12__21-26-04.JPG,     Female_6_32_Left,      [208 323 577 223],0.0
1200,    S6__Station6__Camera1__CAM51872__2017-10-02__00-35-35.JPG,     Female_6_32_Left,      [257 757 601 219],0.0
1201,    S6__Station6__Camera1__CAM51935__2016-05-31__00-59-43.JPG,     Female_6_32_Left,      [299 279 302 121],0.0
1202,   S7__Station17__Camera1__CAM42062__2017-12-10__20-30-12.JPG,      Female_7_9_Left,      [844 753 539 307],0.0
1203,   S7__Station17__Camera2__CAM41236__2017-12-04__22-09-20.JPG,      Female_7_9_Left,  [ 518  491 1514  742],0.0
1204,   S7__Station19__Camera1__CAM44208__2014-07-19__05-39-36.JPG,      Female_7_9_Left,      [184 231 595 215],0.0
1205,    S9__Station1__Camera1__CAM51729__2017-03-01__02-13-18.JPG,     Female_9_10_Left,      [806 547 923 341],0.0
1206,    S9__Station1__Camera1__CAM51729__2017-04-07__05-04-53.JPG,     Female_9_10_Left,  [ 550  580 1481  731],0.0
1207,    S9__Station1__Camera2__CAM50790__2017-03-12__01-48-56.JPG,     Female_9_10_Left,      [786 707 954 367],0.0
1208,   S35__Station7__Camera1__CAM62818__2017-03-07__19-40-26.JPG,    Female_35_14_Left,      [857 499 979 465],0.0
1209,   S35__Station7__Camera2__CAM62821__2017-03-06__00-59-56.JPG,    Female_35_14_Left,  [ 287  242 1756 1010],0.0
1210,   S35__Station7__Camera2__CAM62821__2017-03-09__23-24-46.JPG,    Female_35_14_Left,      [  8 700 870 394],0.0
1211,   S2__Station36__Camera2__CAM51650__2015-05-25__20-23-12.JPG,       Male_2_77_Left,      [388 249 313 130],0.0
1212,   S2__Station43__Camera1__CAM44163__2017-04-27__00-31-48.JPG,       Male_2_77_Left,  [ 432  561 1574  862],0.0
1213,   S2__Station44__Camera4__CAM40658__2017-05-14__03-21-21.JPG,       Male_2_77_Left,  [ 588  292 1444  814],0.0
1214,   S2__Station21__Camera1__CAM30855__2013-02-21__19-20-59.JPG,       Male_2_30_Left,      [211  80 568 384],0.0
1215,   S2__Station21__Camera2__CAM42290__2014-05-17__17-30-10.JPG,       Male_2_30_Left,      [369 204 342 155],0.0
1216,   S2__Station23__Camera2__CAM51728__2015-05-23__10-51-39.JPG,       Male_2_30_Left,      [  6 120 752 448],0.0
1217,    S3__Station5__Camera2__CAM41469__2013-06-16__03-09-18.JPG,        Male_3_7_Left,      [293 226 421 207],0.0
1218,    S3__Station6__Camera2__CAM44182__2014-04-30__01-32-41.JPG,        Male_3_7_Left,      [289 204 332 156],0.0
1219,   S3__Station14__Camera2__CAM44003__2015-06-28__01-16-40.JPG,        Male_3_7_Left,      [269 190 512 226],0.0
1220,    S4__Station9__Camera2__CAM44249__2015-05-03__04-45-26.JPG,       Male_4_11_Left,      [246 193 506 221],0.0
1221,   S4__Station10__Camera2__CAM41090__2013-09-08__20-17-23.JPG,       Male_4_11_Left,      [246  98 518 276],0.0
1222,   S4__Station14__Camera2__CAM44212__2014-08-08__22-30-05.JPG,       Male_4_11_Left,      [363 271 185 127],0.0
1223,    S4__Station3__Camera1__CAM40075__2015-05-05__17-55-14.JPG,        Male_4_1_Left,      [117 142 646 255],0.0
1224,    S4__Station8__Camera1__CAM44262__2014-07-24__18-20-24.JPG,        Male_4_1_Left,      [278 236 510 245],0.0
1225,   S4__Station10__Camera1__CAM40131__2013-08-27__20-11-23.JPG,        Male_4_1_Left,      [259 198 471 197],0.0
1226,    S4__Station7__Camera2__CAM40075__2014-07-08__18-21-08.JPG,       Male_4_45_Left,      [330 271 461 209],0.0
1227,    S4__Station7__Camera2__CAM41721__2015-05-09__17-37-49.JPG,       Male_4_45_Left,      [306 229 479 182],0.0
1228,    S4__Station8__Camera1__CAM40804__2013-09-01__01-37-30.JPG,       Male_4_45_Left,      [302 138 487 228],0.0
1229,    S5__Station6__Camera2__CAM43296__2015-10-23__01-00-54.JPG,        Male_5_3_Left,      [169 181 600 241],0.0
1230,    S5__Station7__Camera2__CAM44173__2014-12-03__01-51-04.JPG,        Male_5_3_Left,      [305  78 474 214],0.0
1231,   S5__Station14__Camera2__CAM40144__2016-10-05__19-30-45.JPG,        Male_5_3_Left,      [239 142 522 206],0.0
1232,   S5__Station16__Camera1__CAM40709__2016-10-03__01-29-58.JPG,       Male_5_27_Left,      [212 162 556 215],0.0
1233,   S5__Station17__Camera2__CAM44134__2014-11-09__03-17-40.JPG,       Male_5_27_Left,      [224 106 556 293],0.0
1234,   S5__Station26__Camera1__CAM41124__2015-10-21__21-44-29.JPG,       Male_5_27_Left,      [200  84 593 383],0.0
1235,   S5__Station26__Camera1__CAM41124__2015-10-30__22-34-10.JPG,       Male_5_34_Left,      [259 130 535 252],0.0
1236,   S5__Station28__Camera1__CAM44217__2014-11-19__12-56-21.JPG,       Male_5_34_Left,      [245  49 553 388],0.0
1237,   S5__Station32__Camera2__CAM43188__2016-09-30__18-56-38.JPG,       Male_5_34_Left,      [275 205 446 185],0.0
1238,   S6__Station21__Camera1__CAM51718__2017-10-14__14-26-27.JPG,       Male_6_22_Left,  [ 665  472 1339  646],0.0
1239,   S6__Station22__Camera1__CAM51668__2015-08-05__22-12-02.JPG,       Male_6_22_Left,      [251 217 368 155],0.0
1240,   S6__Station30__Camera1__CAM51892__2016-05-30__17-19-57.JPG,       Male_6_22_Left,      [ 14 227 377 223],0.0
1241,   S6__Station26__Camera1__CAM51800__2016-06-11__18-43-49.JPG,       Male_6_29_Left,      [248 107 384 312],0.0
1242,   S6__Station27__Camera1__CAM51665__2015-07-15__03-12-47.JPG,       Male_6_29_Left,      [361 258 424 215],0.0
1243,   S6__Station27__Camera1__CAM52105__2017-09-18__03-03-35.JPG,       Male_6_29_Left,  [ 620  402 1374  939],0.0
1244,    S1__Station2__Camera1__CAM40793__2014-03-19__20-19-06.JPG,     Female_1_11_Left,      [ 95 285 227  85],0.0
1245,   S1__Station22__Camera1__CAM30841__2013-07-01__07-49-47.JPG,     Female_1_11_Left,      [270 360 309 126],0.0
1246,   S1__Station11__Camera1__CAM40800__2014-03-02__01-30-31.JPG,     Female_1_11_Left,      [254 305 388 160],0.0
1247,   S4__Station25__Camera1__CAM44257__2015-04-23__17-42-47.JPG,     Female_4_81_Left,      [198 297 498 160],0.0
1248,   S4__Station25__Camera2__CAM42292__2014-07-29__02-50-21.JPG,     Female_4_81_Left,      [253 147 465 192],0.0
1249,   S4__Station24__Camera2__CAM41843__2014-07-31__04-57-59.JPG,     Female_4_81_Left,      [154 179 640 308],0.0
1250,   S6__Station19__Camera1__CAM51706__2015-08-10__23-54-25.JPG,      Female_6_5_Left,      [254 294 287 109],0.0
1251,   S6__Station19__Camera1__CAM51896__2016-05-09__01-42-41.JPG,      Female_6_5_Left,      [232 259 562 281],0.0
1252,   S6__Station19__Camera2__CAM51734__2017-09-21__00-16-09.JPG,      Female_6_5_Left,      [812 682 867 325],0.0
1253,   S6__Station18__Camera2__CAM51876__2016-05-07__19-41-21.JPG,      Female_6_7_Left,      [ 32 261 333 144],0.0
1254,   S6__Station19__Camera1__CAM51706__2015-08-02__03-07-47.JPG,      Female_6_7_Left,      [302 293 248 111],0.0
1255,   S6__Station18__Camera2__CAM51707__2017-10-14__21-56-47.JPG,      Female_6_7_Left,      [819 779 951 369],0.0
1256,    S3__Station3__Camera1__CAM42043__2015-06-28__19-09-23.JPG,       Male_3_50_Left,      [256 213 516 260],0.0
1257,    S3__Station7__Camera2__CAM44269__2016-06-08__21-42-09.JPG,       Male_3_50_Left,      [270 154 527 289],0.0
1258,   S3__Station13__Camera3__CAM44264__2017-07-14__19-09-24.JPG,       Male_3_50_Left,  [ 466  344 1433  687],0.0
1259,    S4__Station9__Camera2__CAM44249__2015-05-03__04-22-12.JPG,       Unknown_6_Left,      [ 89 157 691 307],0.0
1260,   S4__Station21__Camera1__CAM44163__2016-07-24__16-48-36.JPG,      Male_4_330_Left,      [313 209 224 105],0.0
1261,   S4__Station21__Camera1__CAM44163__2016-07-31__10-19-45.JPG,      Male_4_330_Left,      [284 130 451 194],0.0
1262,    S6__Station8__Camera2__CAM51230__2015-07-17__20-46-44.JPG,        Male_6_1_Left,      [302 222 347 148],0.0
1263,   S6__Station32__Camera2__CAM51810__2016-06-15__19-52-55.JPG,        Male_6_1_Left,      [222 307 471 216],0.0
1264,   S6__Station11__Camera1__CAM51945__2017-09-22__22-25-29.JPG,        Male_6_1_Left,  [ 584  552 1443  819],0.0
1265,   S6__Station18__Camera2__CAM51722__2015-08-18__02-28-25.JPG,        Male_6_4_Left,      [302 305 464 169],0.0
1266,   S6__Station18__Camera2__CAM51876__2016-05-05__06-09-43.JPG,        Male_6_4_Left,      [307 270 453 169],0.0
1267,   S6__Station12__Camera1__CAM63753__2017-09-21__18-30-36.JPG,        Male_6_4_Left,  [ 794  873 1093  450],0.0
1268,   S6__Station15__Camera1__CAM51885__2016-05-11__22-56-17.JPG,        Male_6_6_Left,      [348 278 382 176],0.0
1269,   S6__Station18__Camera2__CAM51722__2015-07-16__03-45-34.JPG,        Male_6_6_Left,      [277 303 439 179],0.0
1270,    S6__Station3__Camera2__CAM52116__2017-10-17__02-27-37.JPG,        Male_6_6_Left,  [ 605  325 1424  681],0.0
1271,   S2__Station16__Camera1__CAM30789__2013-02-25__07-29-15.JPG,       Male_2_27_Left,      [209 262 587 326],0.0
1272,   S2__Station42__Camera2__CAM41869__2014-05-04__23-35-57.JPG,       Male_2_27_Left,      [177 143 619 409],0.0
1273,   S3__Station25__Camera1__CAM44145__2014-04-11__04-40-42.JPG,       Male_3_12_Left,      [341 249 238 115],0.0
1274,   S3__Station34__Camera1__CAM41721__2013-07-05__18-29-55.JPG,       Male_3_12_Left,      [269 244 516 223],0.0
1275,   S1__Station14__Camera2__CAM44160__2015-01-31__02-10-51.JPG,      Female_1_3_Left,      [ 24 211 741 305],0.0
1276,   S1__Station32__Camera2__CAM42206__2014-03-27__20-27-05.JPG,      Female_1_3_Left,      [ 71 251 368 147],0.0
1277,  S1__Station36__Camera1__CUDDEBACK__2013-06-04__03-41-00.JPG,     Female_1_19_Left,  [ 637  673 1361  719],0.0
1278,   S1__Station37__Camera2__CAM44003__2015-03-10__01-16-06.JPG,     Female_1_19_Left,      [267 254 512 225],0.0
1279,    S2__Station3__Camera1__CAM30241__2013-03-23__04-09-26.JPG,     Female_2_51_Left,      [237 232 560 255],0.0
1280,   S2__Station20__Camera2__CAM44214__2014-06-10__18-44-01.JPG,     Female_2_51_Left,      [291 272 434 194],0.0
1281,   S2__Station21__Camera2__CAM30883__2013-02-24__15-49-53.JPG,     Female_2_55_Left,      [289 206 478 193],0.0
1282,   S2__Station23__Camera2__CAM44110__2014-05-19__13-18-18.JPG,     Female_2_55_Left,      [231  45 562 352],0.0
1283,   S2__Station32__Camera1__CAM43198__2014-05-04__20-05-05.JPG,     Female_2_68_Left,      [263 178 288 138],0.0
1284,   S2__Station41__Camera1__CAM44205__2017-05-06__20-25-41.JPG,     Female_2_68_Left,      [787 657 954 354],0.0
1285,   S2__Station32__Camera1__CAM43198__2014-05-04__20-01-19.JPG,     Female_2_70_Left,      [313 171 364 160],0.0
1286,   S2__Station39__Camera2__CAM51713__2015-06-14__23-52-45.JPG,     Female_2_70_Left,      [289 202 351 157],0.0
1287,   S2__Station34__Camera2__CAM41537__2014-06-09__06-58-53.JPG,     Female_2_73_Left,      [293 226 392 158],0.0
1288,   S2__Station34__Camera2__CAM44178__2016-05-15__22-46-05.JPG,     Female_2_73_Left,      [320 315 348 145],0.0
1289,   S2__Station38__Camera1__CAM40768__2014-05-05__00-09-50.JPG,     Female_2_80_Left,      [256 148 427 179],0.0
1290,   S2__Station38__Camera1__CAM51970__2015-05-15__04-20-26.JPG,     Female_2_80_Left,      [306 305 333 130],0.0
1291,   S3__Station13__Camera1__CAM41108__2013-06-22__05-37-32.JPG,      Female_3_5_Left,      [302 278 412 166],0.0
1292,   S3__Station32__Camera2__CAM44277__2014-04-18__04-41-39.JPG,      Female_3_5_Left,      [282 158 416 177],0.0
1293,   S3__Station14__Camera2__CAM40877__2013-07-20__19-06-13.JPG,      Female_3_8_Left,      [290 227 446 205],0.0
1294,   S3__Station40__Camera1__CAM42062__2014-05-03__21-03-04.JPG,      Female_3_8_Left,      [310 158 445 196],0.0
1295,   S3__Station17__Camera2__CAM40135__2016-06-17__05-13-30.JPG,     Female_3_15_Left,      [280 172 397 165],0.0
1296,   S3__Station18__Camera2__CAM40304__2015-06-18__05-04-17.JPG,     Female_3_15_Left,      [251 285 468 189],0.0
1297,   S4__Station10__Camera2__CAM43291__2016-08-31__23-36-38.JPG,      Female_4_5_Left,      [262 251 413 227],0.0
1298,   S4__Station12__Camera1__CAM44307__2015-04-02__21-57-47.JPG,      Female_4_5_Left,      [176 240 485 202],0.0
1299,    S4__Station1__Camera1__CAM40190__2013-09-19__10-09-39.JPG,     Female_4_16_Left,      [338 192 386 158],0.0
1300,    S4__Station2__Camera1__CAM40800__2014-08-04__21-11-29.JPG,     Female_4_16_Left,      [268 171 369 176],0.0
1301,   S4__Station15__Camera2__CAM44240__2014-07-15__23-25-49.JPG,     Female_4_41_Left,      [267 233 522 210],0.0
1302,   S4__Station22__Camera1__CAM41504__2013-09-05__04-09-08.JPG,     Female_4_41_Left,      [203 129 586 328],0.0
1303,   S4__Station18__Camera2__CAM41503__2014-07-09__17-46-13.JPG,     Female_4_57_Left,      [359 276 435 210],0.0
1304,   S4__Station25__Camera2__CAM44208__2016-08-16__00-09-12.JPG,     Female_4_57_Left,      [202 135 593 434],0.0
1305,    S4__Station1__Camera2__CAM40268__2016-08-31__02-12-34.JPG,     Female_4_65_Left,      [192 259 599 332],0.0
1306,    S4__Station2__Camera2__CAM40821__2017-08-29__02-39-35.JPG,     Female_4_65_Left,  [ 535  614 1504  860],0.0
1307,   S4__Station20__Camera2__CAM40246__2014-07-04__01-13-36.JPG,     Female_4_70_Left,      [255 155 543 252],0.0
1308,   S4__Station23__Camera2__CAM42259__2013-09-14__14-03-47.JPG,     Female_4_70_Left,      [138  22 660 354],0.0
1309,    S5__Station1__Camera2__CAM44183__2016-10-04__19-55-09.JPG,      Female_5_1_Left,      [ 12 153 777 340],0.0
1310,    S5__Station3__Camera1__CAM40800__2015-09-25__01-56-37.JPG,      Female_5_1_Left,      [ 17 133 529 258],0.0
1311,    S5__Station9__Camera1__CAM43306__2015-10-11__01-18-01.JPG,     Female_5_20_Left,      [177 182 607 271],0.0
1312,   S5__Station10__Camera2__CAM44160__2014-11-06__00-36-29.JPG,     Female_5_20_Left,      [322 247 427 173],0.0
1313,   S5__Station12__Camera1__CAM40062__2015-10-11__03-12-57.JPG,     Female_5_24_Left,      [303 259 489 289],0.0
1314,   S5__Station17__Camera2__CAM44134__2014-11-11__08-56-08.JPG,     Female_5_24_Left,      [311 192 473 206],0.0
1315,    S6__Station7__Camera1__CAM63760__2016-05-23__04-56-05.JPG,     Female_6_20_Left,      [288 331 503 228],0.0
1316,    S6__Station9__Camera2__CAM51820__2017-10-15__21-59-47.JPG,     Female_6_20_Left,      [794 681 986 358],0.0
1317,    S6__Station1__Camera1__CAM63966__2016-05-23__12-31-57.JPG,     Female_6_21_Left,      [370 311 244 116],0.0
1318,    S6__Station1__Camera2__CAM52141__2017-10-11__20-01-54.JPG,     Female_6_21_Left,  [ 470  744 1559  741],0.0
1319,   S6__Station21__Camera2__CAM51900__2016-05-16__02-23-35.JPG,       Unknown_7_Left,      [289 232 446 178],0.0
1320,   S6__Station21__Camera2__CAM51930__2017-09-29__18-06-23.JPG,     Female_6_23_Left,  [ 739  421 1103  451],0.0
1321,   S6__Station22__Camera1__CAM51668__2015-08-05__22-13-36.JPG,     Female_6_25_Left,      [205 233 589 224],0.0
1322,   S6__Station22__Camera1__CAM52058__2016-05-29__01-04-02.JPG,     Female_6_25_Left,      [514 234 285 292],0.0
1323,   S6__Station24__Camera1__CAM51831__2017-09-17__19-37-19.JPG,     Female_6_28_Left,  [ 849  617 1021  443],0.0
1324,   S6__Station24__Camera2__CAM52061__2016-05-04__02-30-12.JPG,     Female_6_28_Left,      [153 237 631 348],0.0
1325,   S7__Station36__Camera1__CAM40075__2018-01-03__03-23-35.JPG,     Female_7_19_Left,  [ 382  450 1648  895],0.0
1326,   S7__Station36__Camera2__CAM44209__2014-08-03__17-52-00.JPG,     Female_7_19_Left,      [255 144 392 195],0.0
1327,   S7__Station22__Camera2__CAM40821__2017-12-01__22-00-06.JPG,     Female_7_24_Left,  [ 382  528 1580  974],0.0
1328,   S7__Station23__Camera2__CAM44132__2017-12-12__18-20-20.JPG,     Female_7_24_Left,  [ 617  363 1389  750],0.0
1329,    S1__Station3__Camera1__CAM41107__2015-02-19__19-19-25.JPG,       Male_1_11_Left,      [176 243 469 150],0.0
1330,    S1__Station8__Camera2__CAM44257__2016-02-11__04-57-16.JPG,       Male_1_11_Left,      [346 271 354 144],0.0
1331,   S1__Station20__Camera1__CAM30291__2013-06-25__20-44-22.JPG,       Male_1_13_Left,      [118 130 679 449],0.0
1332,   S1__Station20__Camera2__CAM41409__2014-03-23__22-33-37.JPG,       Male_1_13_Left,      [360 195 220  88],0.0
1333,   S1__Station35__Camera1__CAM40175__2014-02-16__02-45-27.JPG,       Male_1_23_Left,      [272 184 519 249],0.0
1334,   S1__Station40__Camera2__CAM40149__2015-02-15__04-46-59.JPG,       Male_1_23_Left,      [167  84 577 413],0.0
1335,   S1__Station35__Camera2__CAM41504__2014-03-24__02-44-07.JPG,       Male_1_25_Left,      [158 196 217 116],0.0
1336,   S1__Station41__Camera2__CAM44211__2015-02-01__20-07-34.JPG,       Male_1_25_Left,      [340 288 448 215],0.0
1337,   S1__Station31__Camera1__CAM41318__2017-02-07__21-32-45.JPG,       Male_1_38_Left,      [792 497 751 324],0.0
1338,   S1__Station31__Camera1__CAM41318__2017-02-15__01-53-18.JPG,       Male_1_38_Left,      [737 547 803 343],0.0
1339,    S2__Station1__Camera1__CAM40068__2014-05-11__18-24-16.JPG,        Male_2_8_Left,      [326 170 349 177],0.0
1340,   S2__Station10__Camera2__CAM41808__2013-03-10__18-06-23.JPG,        Male_2_8_Left,      [261 258 534 241],0.0
1341,    S2__Station1__Camera2__CAM40268__2016-04-19__20-55-09.JPG,       Male_2_16_Left,      [258 287 536 304],0.0
1342,    S2__Station6__Camera1__CAM51717__2015-05-15__22-40-51.JPG,       Male_2_16_Left,      [283 318 421 271],0.0
1343,   S2__Station14__Camera2__CAM42339__2016-04-14__02-09-35.JPG,       Male_2_24_Left,      [227 182 571 406],0.0
1344,   S2__Station18__Camera2__CAM51403__2015-05-12__02-55-45.JPG,       Male_2_24_Left,      [349 285 336 147],0.0
1345,    S2__Station7__Camera2__CAM30849__2013-02-19__20-39-42.JPG,       Male_2_49_Left,      [247 183 543 240],0.0
1346,   S2__Station40__Camera2__CAM40406__2014-05-05__00-26-19.JPG,       Male_2_49_Left,      [341 262 276 117],0.0
1347,   S2__Station28__Camera2__CAM40355__2014-06-13__00-43-25.JPG,       Male_2_59_Left,      [306 153 482 213],0.0
1348,   S2__Station37__Camera1__CAM51663__2015-06-13__22-40-49.JPG,       Male_2_59_Left,      [262 194 536 392],0.0
1349,   S2__Station11__Camera1__CAM40814__2017-05-11__03-28-09.JPG,      Male_2_102_Left,      [651 520 853 433],0.0
1350,   S2__Station16__Camera1__CAM44270__2017-05-10__08-28-58.JPG,      Male_2_102_Left,  [ 681  522 1357  649],0.0
1351,   S3__Station18__Camera1__CAM44181__2014-04-01__20-10-18.JPG,       Male_3_27_Left,      [260 240 520 220],0.0
1352,   S3__Station29__Camera2__CAM40131__2013-07-23__04-45-01.JPG,       Male_3_27_Left,      [259 239 442 191],0.0
1353,    S3__Station8__Camera1__CAM44199__2015-06-08__05-40-29.JPG,       Male_3_47_Left,      [379 236 254 163],0.0
1354,   S3__Station26__Camera2__CAM44306__2014-04-08__18-02-31.JPG,       Male_3_47_Left,      [ 14 222 381 163],0.0
1355,    S3__Station9__Camera2__CAM43314__2015-06-23__01-34-57.JPG,       Male_3_51_Left,      [267 258 383 162],0.0
1356,   S3__Station10__Camera1__CAM44205__2016-06-29__23-09-57.JPG,       Male_3_51_Left,      [256 128 537 286],0.0
1357,   S3__Station16__Camera1__CAM40055__2016-06-22__20-10-12.JPG,       Male_3_53_Left,      [276 245 509 224],0.0
1358,   S3__Station16__Camera2__CAM40275__2015-07-15__04-30-43.JPG,       Male_3_53_Left,      [274  96 513 218],0.0
1359,   S4__Station21__Camera1__CAM41127__2014-08-03__03-35-38.JPG,       Male_4_62_Left,      [230  94 439 165],0.0
1360,   S4__Station21__Camera1__CAM41686__2015-04-09__21-55-35.JPG,       Male_4_62_Left,      [188 275 610 286],0.0
1361,    S4__Station4__Camera2__CAM44200__2016-08-17__13-47-34.JPG,      Male_4_136_Left,      [226  18 572 550],0.0
1362,   S4__Station14__Camera2__CAM40793__2017-08-16__01-22-54.JPG,      Male_4_136_Left,      [827 758 824 342],0.0
1363,    S5__Station4__Camera1__CAM40075__2015-10-09__20-06-20.JPG,        Male_5_4_Left,      [352 293 251 106],0.0
1364,   S5__Station12__Camera2__CAM44195__2016-10-07__18-29-25.JPG,        Male_5_4_Left,      [200 185 596 288],0.0
1365,   S6__Station24__Camera1__CAM51860__2016-05-14__06-00-24.JPG,       Male_6_27_Left,      [134 130 627 401],0.0
1366,   S6__Station24__Camera4__CAM51697__2017-10-12__04-15-30.JPG,       Male_6_27_Left,  [ 378  284 1661 1010],0.0
1367,   S7__Station40__Camera1__CAM40149__2014-08-04__00-42-09.JPG,       Male_7_30_Left,      [233 163 561 320],0.0
1368,   S7__Station41__Camera1__CAM41318__2018-01-11__02-28-16.JPG,       Male_7_30_Left,      [683 522 444 332],0.0
1369,   S9__Station13__Camera3__CAM51673__2017-03-26__14-49-35.JPG,        Male_9_5_Left,  [ 418   88 1611 1406],0.0
1370,   S9__Station13__Camera3__CAM51673__2017-03-26__14-49-40.JPG,        Male_9_5_Left,  [  55  234 1833 1287],0.0
1371,   S12__Station4__Camera3__CAM44267__2017-08-16__23-06-56.JPG,      Male_12_15_Left,      [700 717 769 487],0.0
1372,  S12__Station22__Camera1__CAM41093__2017-07-22__23-35-49.JPG,      Male_12_15_Left,      [804 482 552 241],0.0
1373,   S3__Station23__Camera1__CAM44277__2015-06-18__10-07-44.JPG,     Unknown_3_6_Left,      [342 208 294 189],0.0
1374,   S3__Station24__Camera2__CAM40779__2013-07-16__00-25-41.JPG,     Unknown_3_6_Left,      [324 324 336 115],0.0
1375,   S4__Station25__Camera1__CAM40480__2014-07-01__23-28-41.JPG,    Unknown_4_90_Left,      [ 11 102 786 378],0.0
1376,   S4__Station28__Camera1__CAM41051__2013-09-02__06-12-30.JPG,    Unknown_4_90_Left,      [120 131 663 335],0.0
1377,   S5__Station25__Camera1__CAM43309__2014-12-03__06-10-15.JPG,    Unknown_5_33_Left,      [222 281 526 265],0.0
1378,   S5__Station26__Camera1__CAM41124__2015-09-27__02-14-24.JPG,    Unknown_5_33_Left,      [215 184 582 286],0.0
1379,   S6__Station26__Camera1__CAM51702__2017-10-14__23-35-54.JPG,     Female_6_31_Left,  [ 785  720 1078  416],0.0
1380,   S6__Station27__Camera1__CAM51552__2015-08-22__18-59-38.JPG,     Female_6_31_Left,      [315 240 447 165],0.0
1381,   S3__Station13__Camera1__CAM44270__2014-04-05__21-42-30.JPG,       Male_3_16_Left,      [344 227 308 122],0.0
1382,   S3__Station13__Camera2__CAM40058__2013-07-08__01-46-55.JPG,       Male_3_16_Left,      [308 296 358 134],0.0
1383,   S3__Station15__Camera2__CAM41051__2013-06-25__20-17-17.JPG,       Male_3_19_Left,      [308 198 472 208],0.0
1384,   S3__Station32__Camera1__CAM40072__2013-07-16__17-53-23.JPG,       Male_3_19_Left,      [344 282 373 159],0.0
1385,    S6__Station1__Camera2__CAM52141__2017-09-22__03-00-57.JPG,      Male_6_202_Left,  [ 816  476 1054  470],0.0
1386,   S6__Station32__Camera1__CAM51813__2016-06-14__05-35-09.JPG,      Male_6_202_Left,      [260 345 521 216],0.0
1387,   S7__Station29__Camera2__CAM44220__2014-08-06__19-28-58.JPG,       Male_7_33_Left,      [ 24  55 773 475],0.0
